CT.PA.1,CT.PA.2,KD.PA.3,KD.PA.4,CT.SI.5,KD.SI.6,CT.SI.7
FBgn0004856,864,1065,1094,1173,1824,1517,1122
FBgn0004858,35,25,21,18,75,28,30
FBgn0004859,101,102,100,116,438,366,377
FBgn0004860,192,246,326,277,572,401,407
FBgn0004861,251,281,254,235,746,434,520
FBgn0004864,819,859,930,939,1866,1361,1288
FBgn0004865,53,54,30,34,100,52,77
FBgn0004867,26192,38301,36465,39221,41727,30287,37405
FBgn0004868,2377,2944,2476,2685,5440,3965,3564
FBgn0004870,58,47,95,87,119,151,53
FBgn0004872,565,561,848,767,1365,1807,1011
FBgn0004875,2723,2331,2712,2931,5443,3541,2727
FBgn0004876,849,752,975,945,1712,1485,946
FBgn0004882,42,37,34,26,82,51,60
FBgn0004888,1544,1984,2082,2189,2973,2679,2310
FBgn0004889,1069,1163,1332,1380,2820,2850,1995
FBgn0004893,431,430,245,283,810,400,524
FBgn0004901,517,629,632,595,1282,893,741
FBgn0004903,497,509,549,634,1068,1101,882
FBgn0004907,3530,4698,4303,4283,12768,11925,8908
FBgn0004908,72,88,88,95,253,266,176
FBgn0004913,1150,1187,1080,1231,2663,2133,1791
FBgn0004914,901,874,830,937,1656,1242,1080
FBgn0004915,273,434,434,493,748,670,575
FBgn0004919,46,59,96,73,180,165,62
FBgn0004921,1142,1415,1398,1311,3578,2698,2397
FBgn0004924,2392,2585,2635,2922,5729,4164,3250
FBgn0004926,2313,3087,3012,3545,5485,4702,3711
FBgn0004957,169,185,240,258,203,222,216
FBgn0005198,658,637,774,734,1285,1021,907
FBgn0005278,1472,1758,1740,1858,4008,3689,2723
FBgn0005322,617,751,652,710,1527,1172,1015
FBgn0005355,422,554,646,658,835,901,753
FBgn0005386,599,581,526,531,1460,998,794
FBgn0005410,1303,1307,1289,1337,2997,2496,1911
FBgn0005411,769,1006,1009,1166,2085,1646,1221
FBgn0005427,252,246,336,351,649,672,354
FBgn0005533,11115,16866,13487,15765,22351,15353,16441
FBgn0005536,2929,2864,3188,3274,5870,4624,3966
FBgn0005585,12341,16308,18270,21214,29069,26718,18426
FBgn0005592,25,32,30,48,61,51,56
FBgn0005593,26064,37118,21557,24303,51651,25719,36164
FBgn0005596,792,751,809,885,1430,1057,869
FBgn0005612,494,525,597,686,1173,874,609
FBgn0005614,61,53,45,47,118,84,31
FBgn0005616,564,608,649,654,1344,1162,908
FBgn0005617,938,975,881,929,2501,1622,1293
FBgn0005624,779,674,661,768,1691,1246,836
FBgn0005630,8410,8313,9246,9737,17888,14262,8871
FBgn0005631,1248,1134,1425,1455,2761,2489,1691
FBgn0005632,6257,5968,6499,6505,12904,10228,8503
FBgn0005634,13837,13969,16605,17444,30586,27257,20053
FBgn0005636,435,380,234,268,623,321,246
FBgn0005640,939,900,1529,1768,1809,2459,1150
FBgn0005642,698,748,780,804,1454,988,788
FBgn0005648,815,953,978,1034,2589,1961,1115
FBgn0005649,1709,1713,2094,2135,3494,3174,2152
FBgn0005655,1352,1773,2208,2359,3233,2753,2715
FBgn0005660,82,80,181,189,139,226,93
FBgn0005666,145,147,208,228,554,680,481
FBgn0005670,86,97,86,82,135,101,94
FBgn0005671,2930,3369,3757,3848,6037,4870,5066
FBgn0005672,2965,3312,3224,3633,7570,5698,4468
FBgn0005674,3206,3332,3582,3546,6900,5496,4847
FBgn0005683,189,222,229,278,445,326,236
FBgn0005694,687,671,593,635,1450,926,913
FBgn0005695,163,175,196,214,356,312,245
FBgn0005696,484,621,571,577,1098,686,733
FBgn0005777,866,991,933,1072,2386,2004,1565
FBgn0008635,4302,4831,5270,5812,7505,5415,6241
FBgn0008654,876,781,822,790,2158,1435,1203
FBgn0010015,39,26,25,32,69,40,18
FBgn0010038,37,38,38,51,66,73,65
FBgn0010039,350,586,516,640,1125,1173,754
FBgn0010041,41,62,68,87,149,145,72
FBgn0010043,75,103,64,63,167,139,89
FBgn0010051,1895,1891,2039,1906,3980,2933,2479
FBgn0010053,115,182,90,115,328,206,158
FBgn0010078,17820,24856,21703,24364,46949,30270,21848
FBgn0010097,46,61,110,159,105,148,82
FBgn0010100,3731,4613,4172,4661,8111,5198,5990
FBgn0010113,4431,3605,3899,4373,9527,7912,3252
FBgn0010173,1960,2225,2352,2566,4766,4071,3035
FBgn0010194,655,760,965,1025,1610,1633,1040
FBgn0010198,13353,27083,23926,20174,58395,54688,58055
FBgn0010213,646,843,928,918,1387,1309,1113
FBgn0010215,1007,992,1042,978,2955,3519,2436
FBgn0010217,3915,5573,5193,5441,8123,9155,9823
FBgn0010220,441,484,416,470,1015,774,601
FBgn0010222,418,528,339,403,783,431,614
FBgn0010223,53,60,27,27,145,35,100
FBgn0010225,9540,12036,8027,8413,23534,14087,14475
FBgn0010226,90,137,142,157,227,194,151
FBgn0010228,711,832,1163,1147,2249,2489,1115
FBgn0010235,1779,2121,1900,2059,4139,3122,2738
FBgn0010238,1240,1303,1718,1994,2965,2556,1684
FBgn0010246,5245,5536,4798,5368,9657,6372,7983
FBgn0010247,171,158,206,160,611,1014,627
FBgn0010265,18412,26527,21954,26395,50341,31386,30014
FBgn0010269,258,288,318,330,542,448,296
FBgn0010278,2559,3034,3225,3702,5924,4799,3387
FBgn0010280,2889,2972,2860,3102,5836,3793,3421
FBgn0010282,796,988,1134,1240,2059,1759,1083
FBgn0010287,111,144,158,134,224,189,231
FBgn0010288,832,1065,1017,1312,2031,1895,1347
FBgn0010292,354,474,419,432,902,602,727
FBgn0010300,4258,3904,3484,3636,8794,5429,5515
FBgn0010303,3726,3808,4155,4297,7439,5675,4230
FBgn0010309,248,288,336,354,448,449,372
FBgn0010313,48,27,39,43,62,79,29
FBgn0010314,161,181,309,293,371,581,314
FBgn0010315,419,446,487,517,1056,940,734
FBgn0010316,357,328,222,230,1022,523,629
FBgn0010328,5109,5142,5230,5338,9903,7022,6813
FBgn0010329,35,29,44,40,49,54,29
FBgn0010333,1884,2127,2144,2508,5128,3943,3016
FBgn0010339,404,583,612,670,1019,939,826
FBgn0010340,70,74,77,63,227,165,140
FBgn0010341,3785,4660,4531,4997,12082,9228,6889
FBgn0010342,580,608,706,779,1317,1059,901
FBgn0010348,2189,2731,2734,2992,6358,6247,4261
FBgn0010350,407,517,422,431,1080,996,799
FBgn0010352,2432,2686,2866,3118,4751,3839,3691
FBgn0010355,1449,1549,1588,1682,2998,2370,1987
FBgn0010356,304,330,340,401,647,551,566
FBgn0010379,1496,1504,1385,1446,3737,2482,2066
FBgn0010380,2560,2795,2992,3091,4514,3323,3700
FBgn0010382,1025,977,744,739,1953,1069,1161
FBgn0010388,23,15,49,39,67,64,72
FBgn0010391,1653,1949,2187,2434,2764,2236,2265
FBgn0010395,426,424,960,1037,911,2149,1256
FBgn0010397,486,433,537,525,668,655,522
FBgn0010398,65,89,87,106,158,156,143
FBgn0010406,531,716,731,841,1481,1441,1048
FBgn0010407,27,27,38,30,65,84,47
FBgn0010408,13984,22456,18127,18777,20967,20098,27559
FBgn0010409,15137,24407,21165,22866,36342,26052,25661
FBgn0010411,14253,22650,20697,23833,41286,27256,30266
FBgn0010412,30171,44930,38090,41251,65892,40164,40778
FBgn0010415,1355,1304,1513,1719,3097,2701,1587
FBgn0010416,806,946,1032,1166,2098,1565,1262
FBgn0010417,305,362,359,429,775,572,408
FBgn0010421,134,178,209,192,489,349,285
FBgn0010422,545,648,682,823,1543,1173,833
FBgn0010434,12107,12538,14768,15856,26481,21363,15993
FBgn0010435,36,53,36,46,104,86,76
FBgn0010438,432,604,583,705,1386,901,723
FBgn0010441,568,615,565,662,1231,783,863
FBgn0010470,2670,3338,4560,5013,5790,7044,4028
FBgn0010488,9595,9385,9027,9849,20970,14391,11121
FBgn0010497,89,96,126,139,174,192,141
FBgn0010501,136,131,201,192,312,284,196
FBgn0010504,321,296,362,381,647,524,424
FBgn0010516,1295,1725,1405,1558,2732,1954,2291
FBgn0010520,80,125,91,75,201,153,174
FBgn0010531,81,142,149,175,269,220,161
FBgn0010548,1462,1836,1579,1739,3399,2110,2209
FBgn0010549,300,358,248,274,665,425,537
FBgn0010551,1944,2348,2830,3265,4369,4409,3292
FBgn0010575,2984,2733,2751,2939,5951,3975,2266
FBgn0010583,1098,1159,1118,1122,2271,1676,1678
FBgn0010590,650,909,963,1126,1349,1054,1090
FBgn0010591,1224,1495,969,1054,2648,1435,2102
FBgn0010602,1080,1388,1281,1500,2982,2034,1672
FBgn0010607,109,157,126,153,393,258,231
FBgn0010611,1482,1844,1793,2036,2781,2580,1921
FBgn0010612,775,1173,1225,1215,2337,2030,1365
FBgn0010621,5833,7737,8773,9678,10571,9103,10319
FBgn0010622,137,171,198,233,278,253,173
FBgn0010638,739,918,1141,1087,2032,1937,1405
FBgn0010651,458,550,549,602,966,794,596
FBgn0010660,1418,1483,1757,1699,3495,2865,2242
FBgn0010704,1066,1415,1395,1548,3489,2919,2143
FBgn0010741,576,761,836,958,1646,1616,1179
FBgn0010747,1121,1408,1283,1511,2495,1884,1909
FBgn0010750,550,744,743,797,1489,964,834
FBgn0010762,2238,1957,2028,2384,4142,2989,1626
FBgn0010768,257,263,207,246,524,274,308
FBgn0010770,338,398,369,403,916,562,558
FBgn0010772,732,853,716,819,1804,1274,976
FBgn0010774,1151,1251,1275,1194,2708,2028,1538
FBgn0010786,2066,2381,3454,3613,3836,4550,3241
FBgn0010803,931,1148,1153,1305,2309,1945,1475
FBgn0010808,638,781,705,771,1412,1053,989
FBgn0010812,569,637,736,791,1311,1284,802
FBgn0010825,1712,1321,1915,1872,2921,2549,1357
FBgn0010830,342,360,349,438,713,516,472
FBgn0010877,2196,2254,2107,2221,3987,2842,2586
FBgn0010894,75,83,159,165,212,406,180
FBgn0010905,1778,1546,2025,2113,3672,3187,1587
FBgn0010909,11609,11350,10833,10681,25616,17548,15087
FBgn0010926,432,438,432,486,1050,734,645
FBgn0011016,866,1168,1509,1646,2162,2927,1690
FBgn0011020,224,241,307,315,610,463,352
FBgn0011202,1123,1130,1235,1275,2401,2088,1376
FBgn0011204,1120,1251,1107,1245,2271,1576,1506
FBgn0011205,205,234,209,225,649,424,365
FBgn0011206,233,224,131,156,615,307,290
FBgn0011207,504,537,598,711,1104,951,817
FBgn0011211,8299,9938,10143,10506,13246,11030,13545
FBgn0011217,3162,3563,3591,3862,8884,7744,5563
FBgn0011224,858,879,836,890,2421,1884,1502
FBgn0011225,608,618,750,786,1372,1157,978
FBgn0011227,192,309,314,389,1137,859,661
FBgn0011230,12816,11677,12677,11868,25380,20087,17973
FBgn0011232,334,429,494,545,855,771,577
FBgn0011236,1667,1638,1361,1659,3235,2075,1741
FBgn0011241,57,79,98,91,203,230,133
FBgn0011259,174,155,284,305,476,688,198
FBgn0011260,50,51,242,256,134,575,77
FBgn0011272,20408,27317,23321,23239,47765,30419,26542
FBgn0011274,541,628,430,416,1582,727,1040
FBgn0011284,28711,41805,35900,41739,61391,40764,46936
FBgn0011289,1295,1506,1401,1567,3225,2053,2062
FBgn0011290,326,428,487,525,1021,756,627
FBgn0011291,130,137,158,189,330,194,224
FBgn0011297,403,517,489,565,740,632,527
FBgn0011300,813,923,759,818,2175,1631,1235
FBgn0011305,399,426,574,550,861,950,452
FBgn0011327,309,391,350,421,818,648,487
FBgn0011335,208,236,185,223,492,388,333
FBgn0011336,2379,2767,3099,3241,4447,4325,4402
FBgn0011361,1008,1477,1425,1517,2429,2069,2129
FBgn0011455,612,766,794,835,1929,1307,988
FBgn0011474,746,735,737,841,1899,1477,1051
FBgn0011476,22,36,42,39,97,72,59
FBgn0011481,1117,909,1001,944,2798,2101,1192
FBgn0011509,391,518,501,543,1264,1044,794
FBgn0011566,219,290,319,389,383,357,360
FBgn0011570,1591,1716,1620,1807,3776,2784,2319
FBgn0011571,2793,2675,3530,3514,3867,3398,2489
FBgn0011573,1123,1588,1561,1938,3026,2398,1954
FBgn0011576,83,78,56,68,144,120,81
FBgn0011584,1122,1460,1164,1449,3270,2464,2096
FBgn0011586,1636,1881,1846,2363,4165,3481,3369
FBgn0011591,38,47,57,67,86,126,41
FBgn0011592,269,286,437,441,672,864,505
FBgn0011596,42,44,39,50,101,128,46
FBgn0011604,1909,2228,2375,2513,5016,4622,3514
FBgn0011606,1021,1084,1673,1740,2159,2450,1653
FBgn0011638,2379,2972,2618,2946,5988,4367,3595
FBgn0011640,1281,1456,1565,1567,2310,1844,1635
FBgn0011642,242,193,237,218,904,989,671
FBgn0011648,850,890,852,1037,1277,1059,967
FBgn0011655,1156,1134,1185,1280,2146,1536,1053
FBgn0011656,548,632,594,585,1307,996,870
FBgn0011659,428,457,409,408,886,576,645
FBgn0011660,253,275,296,282,717,560,429
FBgn0011661,17883,20347,22688,23969,36579,32623,24621
FBgn0011666,1146,991,1135,1126,2408,2182,1068
FBgn0011672,740,874,754,771,1336,1209,1213
FBgn0011674,51,71,118,123,105,162,68
FBgn0011676,111,107,149,190,185,230,91
FBgn0011692,1161,1305,1653,1733,2651,2592,2128
FBgn0011703,1714,1928,1768,1999,4174,3212,3075
FBgn0011704,1519,2051,2118,2297,3693,3379,2884
FBgn0011705,1009,1088,1105,1186,2518,3009,1994
FBgn0011708,916,1157,1028,1190,2799,1760,1379
FBgn0011710,1479,1687,2335,2453,3504,3794,2447
FBgn0011715,648,806,863,965,1596,1175,1044
FBgn0011722,10580,11621,8700,8585,19528,10346,15170
FBgn0011725,520,573,560,599,1068,886,721
FBgn0011726,4676,5976,6259,6858,16087,17275,10643
FBgn0011737,391,485,557,585,911,759,663
FBgn0011739,1712,1650,1524,1643,3685,2671,1988
FBgn0011740,460,498,550,654,983,823,754
FBgn0011741,521,671,744,740,1116,979,791
FBgn0011742,1296,1458,1671,1880,3082,3187,2523
FBgn0011745,991,1321,1243,1404,2316,2016,1533
FBgn0011747,2821,2428,2724,2612,7734,8757,6697
FBgn0011754,394,436,561,712,981,1004,512
FBgn0011760,3083,3711,3663,4360,9127,6876,5978
FBgn0011762,126,163,122,143,274,266,245
FBgn0011763,1258,1512,1479,1663,3142,2548,2258
FBgn0011764,1234,1307,1361,1424,2966,2971,1896
FBgn0011766,4142,4357,3940,4344,8635,5475,4969
FBgn0011768,1227,1568,1772,1817,2370,2008,1959
FBgn0011769,75,92,134,119,238,215,98
FBgn0011770,129,199,231,256,323,375,259
FBgn0011771,996,1155,1189,1212,2489,2372,1944
FBgn0011774,347,479,468,550,876,741,536
FBgn0011785,1782,1768,2151,2142,3593,2647,2222
FBgn0011787,435,571,591,652,1202,914,765
FBgn0011802,148,192,205,217,473,494,291
FBgn0011817,331,329,428,542,1028,1060,366
FBgn0011818,412,455,441,507,846,764,607
FBgn0011823,3231,3643,5244,5752,6963,7757,5088
FBgn0011824,716,777,954,925,1099,1026,892
FBgn0011826,723,787,758,787,2072,1511,1108
FBgn0011828,32653,36253,42937,39323,62102,45540,49701
FBgn0011829,71,66,94,101,145,144,65
FBgn0011836,432,462,488,481,930,768,637
FBgn0011837,2415,2266,2305,2511,6940,5049,2475
FBgn0012034,1221,1485,1210,1309,2599,1796,2293
FBgn0012036,3555,4600,3841,4415,8253,5944,5044
FBgn0012037,427,607,715,850,881,923,936
FBgn0012051,982,1186,1190,1271,2430,2395,1804
FBgn0012058,834,868,928,922,1778,1234,1037
FBgn0013263,29,29,31,34,172,235,152
FBgn0013269,1657,2077,2083,2338,3756,3066,2952
FBgn0013272,9838,11247,8412,8947,25279,15373,18256
FBgn0013303,60,67,61,62,212,272,143
FBgn0013305,2073,2654,2054,2283,5185,4392,3878
FBgn0013325,15861,23923,20507,22098,32536,26894,24299
FBgn0013334,914,876,749,836,2048,1477,971
FBgn0013343,1676,1632,1908,2356,4806,3612,1617
FBgn0013347,265,391,469,567,839,963,619
FBgn0013432,194,291,332,371,722,614,383
FBgn0013435,68,79,99,83,161,147,101
FBgn0013531,144,206,203,251,404,308,291
FBgn0013548,666,687,565,602,1108,584,754
FBgn0013563,160,186,170,201,369,324,265
FBgn0013576,2009,2075,1631,1675,4581,2850,3087
FBgn0013672,111,54,86,58,398,2273,1298
FBgn0013674,2785,2131,2922,2333,13060,38773,12980
FBgn0013675,789,859,970,880,3839,7328,3481
FBgn0013676,1655,1565,2333,1954,5582,18392,7509
FBgn0013678,394,288,390,276,1498,7375,4292
FBgn0013679,50,28,72,41,1488,2991,430
FBgn0013684,211,195,316,184,614,3897,2239
FBgn0013686,28002,35844,38958,32399,106948,348013,84780
FBgn0013717,236,290,284,301,474,414,372
FBgn0013718,239,207,183,227,491,375,296
FBgn0013720,190,255,346,389,446,502,356
FBgn0013726,1618,1671,1846,1938,3362,2774,2024
FBgn0013732,68,74,111,115,218,217,124
FBgn0013733,23733,20546,21537,20047,47804,33002,31958
FBgn0013746,833,951,862,977,2263,1967,1406
FBgn0013749,251,280,216,281,708,812,669
FBgn0013750,1274,1585,1308,1373,3733,3051,2302
FBgn0013753,340,481,496,539,741,595,513
FBgn0013756,3681,3496,4009,4002,8228,6854,4819
FBgn0013759,2315,2337,2537,2760,4472,3344,3154
FBgn0013762,198,234,254,307,465,400,309
FBgn0013763,21980,30339,16600,19104,42057,22615,27705
FBgn0013764,756,847,832,919,1420,918,906
FBgn0013765,1553,1671,2350,2532,3670,4515,2357
FBgn0013770,23040,28925,22113,24431,46561,30389,30151
FBgn0013771,38,37,65,51,87,130,57
FBgn0013773,87,86,135,131,231,224,129
FBgn0013799,581,649,650,727,1232,890,839
FBgn0013810,269,305,395,382,537,781,497
FBgn0013811,336,350,184,208,614,257,340
FBgn0013953,29,37,22,35,60,33,56
FBgn0013954,2714,3674,4158,4464,7114,6087,4920
FBgn0013981,2171,3234,2833,3287,6976,4819,4188
FBgn0013983,335,434,476,500,713,648,562
FBgn0013984,3632,3136,3139,3339,8570,6598,3339
FBgn0013987,1783,2012,2039,2261,4026,2912,2684
FBgn0013988,2022,2293,1883,2128,3358,2111,2530
FBgn0013997,1144,1114,1703,1646,2459,3066,1895
FBgn0013998,754,932,897,1021,1762,1386,1150
FBgn0014001,1464,1655,1607,1797,3257,2394,2036
FBgn0014002,10542,12593,14019,15637,23534,20244,15620
FBgn0014006,990,1001,1140,1284,2225,1927,1574
FBgn0014007,977,883,946,935,3055,2565,1644
FBgn0014009,1263,1511,1191,1500,3283,2241,2144
FBgn0014010,1840,2152,1765,2077,5568,3887,2707
FBgn0014011,832,822,988,1109,1969,1908,1288
FBgn0014018,1785,2136,1955,2136,4261,3040,2700
FBgn0014020,6173,7172,6993,7575,19119,16237,13251
FBgn0014022,139,171,189,185,522,379,263
FBgn0014023,342,427,442,473,801,743,593
FBgn0014024,964,1117,1105,1133,1819,1453,1395
FBgn0014026,28001,38423,32429,36544,65018,43024,37505
FBgn0014028,1602,1776,1859,1958,3237,1919,2198
FBgn0014029,2020,2465,3319,3755,3290,3874,2887
FBgn0014032,97,153,140,176,274,273,186
FBgn0014033,3941,4875,3928,4267,10121,6378,9614
FBgn0014037,3753,3972,4271,4939,8649,6523,4028
FBgn0014075,1611,1794,1848,1827,3830,3414,3032
FBgn0014092,114,165,183,192,485,450,261
FBgn0014127,604,674,852,856,1416,1516,1022
FBgn0014133,2425,2653,2597,2827,4884,3218,3180
FBgn0014135,77,89,112,92,291,187,40
FBgn0014141,18589,17772,18014,17053,31520,20069,30025
FBgn0014163,2287,2416,3218,3787,5961,7047,1994
FBgn0014184,3738,4560,4195,4566,8845,8149,7801
FBgn0014189,2874,3365,3259,3561,6079,4507,5155
FBgn0014269,474,584,585,624,1138,699,672
FBgn0014340,412,439,492,487,933,748,598
FBgn0014342,106,138,164,177,259,274,211
FBgn0014366,354,429,454,445,852,759,562
FBgn0014380,649,936,877,989,1963,1651,1539
FBgn0014388,18318,17652,15535,17280,43530,30389,17292
FBgn0014391,400,584,618,702,1180,1137,872
FBgn0014411,1294,1430,1544,1681,3418,2320,1794
FBgn0014417,893,1054,897,974,2204,1432,1770
FBgn0014427,73,121,93,113,188,155,135
FBgn0014455,2219,2816,2912,3094,4288,3364,3974
FBgn0014467,838,921,996,1007,2071,1644,1267
FBgn0014469,593,669,541,557,1569,1109,1005
FBgn0014857,1073,1373,1175,1312,2411,1595,1657
FBgn0014861,1037,1222,1418,1386,2333,1957,1803
FBgn0014868,2519,3189,3196,3469,4782,3840,3681
FBgn0014869,837,1039,1643,1701,1849,2031,1293
FBgn0014870,759,619,719,728,1501,1284,792
FBgn0014877,241,272,269,345,588,536,391
FBgn0014879,575,737,841,989,1742,1539,1087
FBgn0014903,25,36,29,30,67,49,47
FBgn0014906,2605,3247,2408,2625,5816,3432,4267
FBgn0014930,160,244,226,261,368,363,303
FBgn0014931,162,238,159,180,418,361,359
FBgn0015000,569,733,689,782,1432,1052,975
FBgn0015019,5045,6127,6310,6972,9284,6801,7585
FBgn0015024,1596,1743,1736,1933,5199,3787,2511
FBgn0015025,43,65,47,64,157,123,72
FBgn0015031,523,885,909,925,1444,1873,1629
FBgn0015036,48,53,61,71,124,98,74
FBgn0015037,85,112,109,113,250,234,164
FBgn0015075,355,424,483,498,610,576,554
FBgn0015218,1604,1903,1781,2068,5075,3427,2914
FBgn0015221,43,29,34,49,56,63,25
FBgn0015222,6531,8127,7736,8802,13781,11007,8229
FBgn0015229,339,374,378,400,899,922,447
FBgn0015239,357,415,438,422,811,590,475
FBgn0015240,391,440,376,419,844,524,590
FBgn0015245,6161,7442,9003,10245,9729,9047,8628
FBgn0015247,1192,1522,1399,1595,2419,1980,1863
FBgn0015268,4944,6647,5308,5762,11586,7479,7131
FBgn0015269,782,761,885,904,1976,1818,1337
FBgn0015270,245,306,260,289,549,428,454
FBgn0015271,136,174,122,163,290,264,209
FBgn0015277,533,663,614,636,927,615,708
FBgn0015278,1230,1258,1387,1431,2565,2221,1916
FBgn0015279,1644,1837,1976,2101,3709,3061,2730
FBgn0015282,1199,1487,1657,1837,2834,2066,1907
FBgn0015283,669,805,884,969,1497,1247,1183
FBgn0015286,436,486,385,445,1080,825,738
FBgn0015288,5378,6295,5340,4116,8107,5558,5536
FBgn0015295,575,674,783,867,1221,1057,812
FBgn0015296,829,999,1122,1310,1792,1445,1245
FBgn0015298,238,295,335,353,660,590,497
FBgn0015299,368,550,491,534,1775,1369,904
FBgn0015320,807,833,895,914,1790,1549,1142
FBgn0015321,381,427,500,567,787,664,571
FBgn0015324,2513,2865,2743,3071,7116,6068,5209
FBgn0015331,541,624,641,741,1317,1014,863
FBgn0015338,403,564,547,566,1172,931,860
FBgn0015359,422,544,525,559,979,683,723
FBgn0015360,635,656,613,624,1327,899,975
FBgn0015371,347,307,183,179,738,302,439
FBgn0015372,256,281,301,330,543,404,321
FBgn0015374,390,493,523,532,1265,1059,692
FBgn0015376,217,260,214,220,592,401,438
FBgn0015379,449,552,662,639,824,852,627
FBgn0015391,2024,2210,2392,2528,4862,4272,3267
FBgn0015393,588,906,797,850,1520,1208,1348
FBgn0015396,748,850,1039,973,1835,2125,1389
FBgn0015399,3979,4116,4679,5242,9824,8754,3413
FBgn0015402,482,494,544,606,1050,759,617
FBgn0015477,2666,2632,2580,2511,6008,4440,4352
FBgn0015509,1662,1930,2330,2580,4586,3902,2502
FBgn0015513,2291,2527,2918,2885,5224,4580,4241
FBgn0015520,117,147,191,189,333,341,186
FBgn0015521,9906,15373,12116,13191,28547,16683,15113
FBgn0015522,132,118,64,66,250,138,120
FBgn0015527,1433,1623,1604,1699,3081,1999,2013
FBgn0015541,897,1120,1620,1803,2281,2689,1564
FBgn0015542,1838,1705,2207,2327,3593,3025,1859
FBgn0015544,226,245,282,343,620,445,360
FBgn0015546,429,459,525,516,910,834,635
FBgn0015553,125,136,127,133,383,289,208
FBgn0015558,27,34,21,25,56,34,35
FBgn0015562,309,375,480,572,827,770,572
FBgn0015565,267,330,296,327,608,458,220
FBgn0015568,71,125,235,254,219,357,149
FBgn0015569,242,249,329,351,637,683,417
FBgn0015571,90,132,92,99,210,190,120
FBgn0015575,433,488,657,647,1069,1047,488
FBgn0015576,133,152,84,89,279,151,278
FBgn0015577,268,272,257,239,669,501,494
FBgn0015582,140,182,210,216,337,341,243
FBgn0015589,4083,3791,4310,4319,8630,6588,5526
FBgn0015600,914,994,765,741,2105,1206,846
FBgn0015602,271,371,329,362,731,588,576
FBgn0015614,648,741,739,810,2029,1757,1329
FBgn0015615,1140,1182,1146,1306,2717,1932,1701
FBgn0015618,63,99,92,96,165,121,108
FBgn0015621,376,429,478,535,687,579,526
FBgn0015622,5058,6198,5502,6159,11588,8216,7498
FBgn0015623,3209,3654,3790,4398,6989,5202,4698
FBgn0015625,173,181,237,253,371,368,272
FBgn0015663,109,115,93,125,247,185,158
FBgn0015664,919,1060,1038,1157,2106,1543,1836
FBgn0015714,735,945,656,742,2167,1479,1065
FBgn0015737,2926,3246,4242,4754,5923,5059,4290
FBgn0015754,1018,1269,1305,1321,2461,2345,1934
FBgn0015756,16372,25669,21712,25241,38782,31023,30362
FBgn0015765,148,190,179,231,475,386,293
